57500010,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized RobinsEgg Bl,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-robinsegg-bl-57500010,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500010_base.jpg,Wraphia Pearlized RobinsEgg Bl base image,/57500010_base.jpg,Wraphia Pearlized RobinsEgg Bl small image,/57500010_base.jpg,Wraphia Pearlized RobinsEgg Bl thumbnail,,,,,,,,1,0,1,base,0,0
57500013,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Red,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-red-57500013,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500013_base.jpg,Wraphia Pearlized Red base image,/57500013_base.jpg,Wraphia Pearlized Red small image,/57500013_base.jpg,Wraphia Pearlized Red thumbnail,,,,,,,,1,0,1,base,0,0
57500015,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Gold,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.2875,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-gold-57500015,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500015_base.jpg,Wraphia Pearlized Gold base image,/57500015_base.jpg,Wraphia Pearlized Gold small image,/57500015_base.jpg,Wraphia Pearlized Gold thumbnail,,,,,,,,1,0,1,base,0,0
57500017,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Copper,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-copper-57500017,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500017_base.jpg,Wraphia Pearlized Copper base image,/57500017_base.jpg,Wraphia Pearlized Copper small image,/57500017_base.jpg,Wraphia Pearlized Copper thumbnail,,,,,,,,1,0,1,base,0,0
57500018,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Chocolate,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-chocolate-57500018,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500018_base.jpg,Wraphia Pearlized Chocolate base image,/57500018_base.jpg,Wraphia Pearlized Chocolate small image,/57500018_base.jpg,Wraphia Pearlized Chocolate thumbnail,,,,,,,,1,0,1,base,0,0
57500019,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Citrus,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-citrus-57500019,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500019_base.jpg,Wraphia Pearlized Citrus base image,/57500019_base.jpg,Wraphia Pearlized Citrus small image,/57500019_base.jpg,Wraphia Pearlized Citrus thumbnail,,,,,,,,1,0,1,base,0,0
57500020,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Silver,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-silver-57500020,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500020_base.jpg,Wraphia Pearlized Silver base image,/57500020_base.jpg,Wraphia Pearlized Silver small image,/57500020_base.jpg,Wraphia Pearlized Silver thumbnail,,,,,,,,1,0,1,base,0,0
57500022,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Emerald,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-emerald-57500022,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500022_base.jpg,Wraphia Pearlized Emerald base image,/57500022_base.jpg,Wraphia Pearlized Emerald small image,/57500022_base.jpg,Wraphia Pearlized Emerald thumbnail,,,,,,,,1,0,1,base,0,0
57500024,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Oatmeal,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-oatmeal-57500024,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500024_base.jpg,Wraphia Pearlized Oatmeal base image,/57500024_base.jpg,Wraphia Pearlized Oatmeal small image,/57500024_base.jpg,Wraphia Pearlized Oatmeal thumbnail,,,,,,,,1,0,1,base,0,0
57500026,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Black,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-black-57500026,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500026_base.jpg,Wraphia Pearlized Black base image,/57500026_base.jpg,Wraphia Pearlized Black small image,/57500026_base.jpg,Wraphia Pearlized Black thumbnail,,,,,,,,1,0,1,base,0,0
57500027,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Azalea,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-azalea-57500027,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500027_base.jpg,Wraphia Pearlized Azalea base image,/57500027_base.jpg,Wraphia Pearlized Azalea small image,/57500027_base.jpg,Wraphia Pearlized Azalea thumbnail,,,,,,,,1,0,1,base,0,0
57500028,,Default,simple,Default Category/Boxes & Packaging/Place Holder,Wraphia Pearlized Orchid,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-orchid-57500028,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500028_base.jpg,Wraphia Pearlized Orchid base image,/57500028_base.jpg,Wraphia Pearlized Orchid small image,/57500028_base.jpg,Wraphia Pearlized Orchid thumbnail,,,,,,,,1,0,1,base,0,0
57500029,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Grape,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-grape-57500029,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500029_base.jpg,Wraphia Pearlized Grape base image,/57500029_base.jpg,Wraphia Pearlized Grape small image,/57500029_base.jpg,Wraphia Pearlized Grape thumbnail,,,,,,,,1,0,1,base,0,0
57500030,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized  Celadon,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized--celadon-57500030,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500030_base.jpg,Wraphia Pearlized  Celadon base image,/57500030_base.jpg,Wraphia Pearlized  Celadon small image,/57500030_base.jpg,Wraphia Pearlized  Celadon thumbnail,,,,,,,,1,0,1,base,0,0
57500033,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Teal,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-teal-57500033,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500033_base.jpg,Wraphia Pearlized Teal base image,/57500033_base.jpg,Wraphia Pearlized Teal small image,/57500033_base.jpg,Wraphia Pearlized Teal thumbnail,,,,,,,,1,0,1,base,0,0
57500035,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Orange,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-orange-57500035,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500035_base.jpg,Wraphia Pearlized Orange base image,/57500035_base.jpg,Wraphia Pearlized Orange small image,/57500035_base.jpg,Wraphia Pearlized Orange thumbnail,,,,,,,,1,0,1,base,0,0
57500037,,Default,simple,Default Category/Boxes & Packaging/Place Holder,Wraphia Pearlized Bronze,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-bronze-57500037,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500037_base.jpg,Wraphia Pearlized Bronze base image,/57500037_base.jpg,Wraphia Pearlized Bronze small image,/57500037_base.jpg,Wraphia Pearlized Bronze thumbnail,,,,,,,,1,0,1,base,0,0
57500040,,Default,simple,Default Category/Boxes & Packaging/Place Holder,Wraphia Pearlized Sage,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-sage-57500040,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500040_base.jpg,Wraphia Pearlized Sage base image,/57500040_base.jpg,Wraphia Pearlized Sage small image,/57500040_base.jpg,Wraphia Pearlized Sage thumbnail,,,,,,,,1,0,1,base,0,0
57500041,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Beauty,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-beauty-57500041,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500041_base.jpg,Wraphia Pearlized Beauty base image,/57500041_base.jpg,Wraphia Pearlized Beauty small image,/57500041_base.jpg,Wraphia Pearlized Beauty thumbnail,,,,,,,,1,0,1,base,0,0
57500043,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized  Apple Green,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized--apple-green-57500043,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500043_base.jpg,Wraphia Pearlized  Apple Green base image,/57500043_base.jpg,Wraphia Pearlized  Apple Green small image,/57500043_base.jpg,Wraphia Pearlized  Apple Green thumbnail,,,,,,,,1,0,1,base,0,0
57500044,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Chartreuse,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.25,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-chartreuse-57500044,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500044_base.jpg,Wraphia Pearlized Chartreuse base image,/57500044_base.jpg,Wraphia Pearlized Chartreuse small image,/57500044_base.jpg,Wraphia Pearlized Chartreuse thumbnail,,,,,,,,1,0,1,base,0,0
57500048,,Default,simple,Default Category/Boxes & Packaging/Bows & Ribbon/Ribbon/Wraphia & Raffia/Wraphia,Wraphia Pearlized Wmburg Blue,"<font color=#000000 size=2 face=""Verdana, Helvetica""><font color=#000000 size=2 face=""Verdana, Helvetica"">Wraphia in Matte Colors</font>&nbsp;is a synthetic alternative to natural raffia for your retail store. Colorfast and gentler on the hands. Continuous 100 yard roll is easy to use, reducing mess and waste.&nbsp;<br><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Order wraphia by the roll. </span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Each&nbsp;roll is 100 yards.</span> </font></font>",Wraphia in Matte Colors,0.1955,1,Taxable Goods,"Catalog, Search",5.11,,,,wraphia-pearlized-wmburg-blue-57500048,Wraphia Synthetic Raffia Ribbon - Matte Colors,wraphia ribbon synthetic raffia gift wrap retail store supplies,"Gift wrap, ribbon and tissue paper for sale online including Wraphia synthetic raffia ribbon in multiple colors. Buy retail supplies, display equipment and packaging at AmericanRetailSupply.com.",/57500048_base.jpg,Wraphia Pearlized Wmburg Blue base image,/57500048_base.jpg,Wraphia Pearlized Wmburg Blue small image,/57500048_base.jpg,Wraphia Pearlized Wmburg Blue thumbnail,,,,,,,,1,0,1,base,0,0
